P_sat1,P_sat2,P_sat3,P_sat4,Phi_sat1,Phi_sat2,Phi_sat3,Phi_sat4
4798.718060840164,10813.378928584008,10838.072467603035,7202.671847100883,4758.611879925665,11049.520966229053,10949.441211253761,7199.161242725888
4660.54613792792,10970.225705422317,10826.322076037517,7155.704219829129,4772.017939885954,11051.210556473035,10967.360410344714,7199.707048126396
4699.953130397495,10909.960272820637,11066.035040883206,7090.694374837043,4790.326459470333,11065.520183510982,10969.465834861772,7206.469941373553
4526.021684399727,10816.96028479781,11109.119567529115,7187.5914927648755,4782.885230396941,11057.055161748542,10980.86606969333,7206.291997645769
4607.056649777086,10910.38261099583,10984.864058503495,7002.588109106953,4770.588208966324,11067.26277716571,10987.065368922285,7199.922099088038
4772.920745041055,10877.907226463089,10814.808331880928,7209.355531263783,4771.2739225044215,11068.461936088634,10976.85989109968,7207.844148049906
4835.790279299835,10839.524604120372,10990.788512486148,7101.626485110842,4768.23280311095,11036.069665130717,10952.680595298276,7201.97865089413
4414.545847078959,10821.376696912086,10866.589302930208,6970.0395983007265,4760.147440797477,11048.173957028228,10976.652477367807,7198.084854776723
4675.832628258641,10828.211572043801,10936.108650371643,7195.683620364,4773.313307320168,11043.076381710123,10952.303826299853,7217.018410921855
4737.93703922696,10874.230242440064,10851.121946425748,7141.518554848836,4764.675776123082,11038.986459961885,10953.66187609474,7207.851379665428
4839.936344197065,10876.497898020383,10915.61262271386,7168.524948988251,4768.62455460679,11058.205856447086,10968.706828687713,7203.1958771951395
4559.311235528974,10943.985527633287,10757.896947075471,7114.198897172232,4750.11205326733,11071.492725306245,10965.366681064732,7202.350773303602
4661.028170986154,11063.907976657863,10718.678246567728,7138.820382317459,4779.20248349225,11056.324846240965,10965.862203916422,7223.755986824369
4706.227547459008,10765.50074209969,10927.079843152376,7031.121224034659,4776.0862061995285,11054.736315585882,10979.37494140533,7212.804816781668
4677.772067960837,11005.75378782291,10884.912137610401,7301.759144334713,4774.997460178836,11084.017367852493,10954.824391989172,7232.777132665355
4682.12235621026,10801.30577995447,10795.529357823232,7281.09897081502,4769.71468793348,11074.189526599766,10959.807007595959,7202.75208531772
4717.651037649366,10941.166564283883,10860.830340390814,7087.089000080081,4776.538303300971,11041.219720010557,10983.714351573892,7185.288243161326
4430.511891874434,10859.166584592791,10857.347257595855,6977.901708100557,4786.815080961853,11029.069022132533,10970.77214588205,7205.446459600408
4617.518830027062,10887.30154855467,10959.473274999069,7014.0052991318025,4765.450821082458,11059.23917224867,10978.074550460733,7206.364537067965
4776.1018714696,10981.713172438567,10918.468517277357,7025.933229648344,4771.585129788245,11054.426870259966,10983.790298169228,7193.256639382003
4666.505862679779,10883.688868881029,10906.376462219652,7409.511076933866,4772.578642419758,11040.91395811754,10956.082710107206,7193.815245179925
4610.994817872572,10799.013434546896,10953.657769657308,7108.331597511845,4776.84248134609,11045.476125332641,10950.262298790169,7185.370432002489
4849.349454614733,10992.402160473626,10880.101808875761,7029.013539175638,4754.869394338396,11050.020921517527,10956.727591930008,7212.799057706255
4340.843052952813,10827.087819240387,10916.59958240056,7051.01004354082,4762.814592481486,11034.467480302123,10954.5509627726,7198.383258328275
4581.096615616561,10707.897974679927,10830.67478101879,7160.812088806098,4754.741895756296,11042.356865804482,10962.00081200447,7206.686680913524
4639.631684903407,10908.044015093114,11038.336998546083,7025.446054998417,4772.393192266777,11042.956620723458,10948.124461033958,7193.40979106218
4673.501374788967,10862.640327373187,11046.889692028559,7256.660064915022,4745.192341395795,11043.706216087268,10972.31160757619,7193.331220425182
4428.090474920544,10834.35563236014,10813.45036670509,7071.990779411074,4757.496658190942,11029.815480176476,10940.41462557103,7206.3221409168955
4596.724942370275,10999.813555088216,10676.802366875447,7214.260544836567,4774.880585659486,11049.51870568932,10961.30681621504,7189.691875515781
4510.606717859838,10887.342578250236,11237.129150993316,7039.261555087292,4785.411016824113,11048.66882248696,10950.230673647204,7193.355967469059
4572.109080437542,10788.689114452396,10939.95666266641,6914.754190281472,4772.177069292528,11036.9729498322,10952.036769561717,7200.1337237797
4547.0907401579225,10727.851726275218,10896.21538436683,7200.423591090032,4780.471202791013,11058.429234011746,10974.702509147573,7214.592608823528
4625.228288162146,10956.703512120188,10887.121760022224,7082.807279360725,4767.229264452571,11074.997834685191,10961.155872317571,7210.036854485948
4571.623526380836,10841.851115221038,10891.596178066447,7050.2785593286235,4778.413237361902,11049.724911022977,10988.241157861134,7228.891558676431
4750.433336073441,10892.446042702451,10982.660734116816,7235.885558284389,4748.355707517799,11059.608603077679,10985.744080672346,7216.997356370153
4481.726722864689,10761.787611683076,10856.903456649765,7209.920664694854,4752.244635061319,11079.042475033213,10989.460731911975,7222.671360595187
4718.291074824896,10731.965143192241,11036.225719811422,7142.113139725021,4753.5829394766515,11102.22713250101,10999.326752339142,7214.702969080577
4568.69322537668,10945.392285206892,10887.562875116932,7167.679596263479,4756.900831208624,11080.850388808432,11002.789413107836,7220.800793728187
4708.036375105119,10863.032725111385,11091.775040267774,7072.696163488725,4740.031178614747,11082.143557051799,10986.023178498175,7221.615412068815
4505.6610026145445,10979.603793608781,10857.253068991917,7184.280261635267,4757.9729562656885,11081.810793769602,10982.98324908399,7220.8456468053755
4648.509757765257,10747.61497934962,11050.91001576935,7311.04185718283,4745.614125359529,11087.821246313433,11006.8608438629,7231.054997378678
4669.269962134518,10741.603769107302,10929.726180669713,7102.16382275143,4756.59325819135,11076.549456431196,10995.410290005544,7227.7039739379015
4600.664042167062,10979.877876113207,11055.384680151592,7083.251813704187,4761.698073293839,11088.302980930437,11000.173406390928,7233.837928583962
4519.947201763016,10783.21295777784,10763.01763061792,7194.149676695818,4760.29399747015,11090.209446148514,11007.25604741788,7237.810483435838
4605.074806492301,10776.564760943618,10918.785000154885,7248.419159519958,4750.935656050272,11074.77242592027,10985.482253366885,7226.00561713901
4667.83552379355,10861.128188339811,10983.736563880178,7104.531665635957,4768.344162267307,11064.798875307997,11004.439681496335,7221.4357061356
4700.299821232243,10851.295071289462,10836.348467546857,7085.712549568482,4763.803839555139,11088.261587954585,11001.367180529907,7229.097936855393
4718.813588815881,11112.21248106916,10906.647754654574,7120.845461504684,4748.661473842117,11091.033180891474,11025.494888722662,7226.740415403211
4742.106909205568,10945.177495933127,10921.371074642591,7137.446814894619,4751.851390971613,11083.20961041582,10994.835714844057,7224.451370005241
4544.627629423132,10954.433823289433,10888.82720025501,7137.451806677552,4764.387563790393,11074.561578453988,10973.379192039336,7223.340839908585
4688.3829614257365,11023.610418685776,11060.984079802116,6999.794040736948,4730.030822058902,11071.38178316713,10993.906616037202,7237.77817343711
4526.242813160646,10781.09939838479,11084.572543275275,7203.237876990063,4752.250321336491,11073.977416125254,10991.581890016998,7218.220989636927
4668.213466611598,11037.97328363067,11071.960714810828,7029.854862192391,4747.6685125406575,11082.743028428427,10985.427748603803,7216.327519279813
4623.291107988994,10745.32057961739,10958.37574542433,6895.687402377622,4759.028614395053,11057.445227647393,10989.153373170988,7226.849256681028
4649.607944565829,10773.287384121615,11054.321811178379,7105.03171405572,4756.6465259180095,11092.581561010695,10999.777344840732,7212.707769430404
4742.440498005947,10785.48753957438,10891.728981991937,7121.160428165929,4750.935483705482,11069.16420538497,10997.16224508735,7240.139824973778
4724.046399521505,10998.312067617233,11002.432492295538,7234.616974338908,4748.264101597849,11058.363229857143,10994.417510823963,7245.568741962105
4390.721446667896,10894.65782401623,11113.217708202534,7337.639540641427,4754.391674689808,11076.92196449646,10992.83999251697,7222.795316265852
4480.579764933904,10795.038604608862,10940.466288117026,6959.624625372189,4749.689830191347,11059.10389144249,10987.034616863677,7235.448064634673
4638.066270028147,11065.511462800987,11079.845857410626,7079.61377331809,4738.683417587248,11074.851006432931,11014.700113099638,7228.376854563836
4702.336184029353,10899.3496809837,10892.098845152974,7142.551865335552,4753.434895060518,11087.884581081666,11007.637962620936,7246.33959938654
4523.818316006315,11002.813129037419,11001.783709386229,7175.78686322153,4750.603183656169,11105.016823785056,11010.17714622067,7229.9594033781095
4601.212101245878,10817.467260058214,10845.318413920728,6971.420087491742,4763.002972707945,11067.61077576318,11007.368346894258,7239.565325486449
4648.661693131819,10993.674388670172,11088.925326611426,7027.563707333856,4751.956318904679,11084.802070486518,11009.380132523833,7225.608795125998
4609.838124010057,10719.729466668085,10956.402648387513,7069.435689367074,4752.294863902977,11082.363977830753,10992.121344407473,7225.612962317432
4676.696035164891,10844.16097431977,10970.781276495005,6956.438710159826,4733.356558763045,11090.67842473988,10994.588352466339,7232.116541416112
4568.420168532687,10991.519585583857,10965.61172562711,7074.889809433993,4734.859362412062,11089.969012100539,11019.923026258124,7239.220133600251
4745.531459702393,11052.738060361135,10788.93452062451,7394.631016102386,4720.535432245502,11116.056615624544,11021.489951193205,7242.402482516682
4584.089853309266,11014.9814792619,11029.81170129815,7178.72399901665,4738.557029299232,11093.36893137723,11025.296591806793,7257.60447364969
4500.178643084631,10947.215701014658,11038.093006040848,7204.29657361891,4747.736312202128,11088.284680801578,11011.81661735608,7265.941215824506
4529.75074725738,10879.136969906018,10967.335519143757,7144.2252180222595,4757.7698043944865,11092.708048917748,11021.087466850331,7235.392188989397
4721.548414671658,10980.18604871646,11008.455856556493,7245.933128039328,4748.035299710548,11093.903892054772,11015.604113531368,7244.300466024158
4667.86295102494,10942.756212880337,10992.20620471683,7265.16148408462,4753.389225587273,11092.106103547381,11014.49675374039,7237.830732412489
4711.361515147739,10882.256349291492,11079.17296523784,7042.065910025989,4741.945945519636,11085.84412591119,11001.235339768515,7231.318840117977
4681.088285924803,10836.904329797633,10826.119378304229,7104.400518006148,4748.229976079619,11088.66732376035,10997.271354154986,7233.322452088364
4747.692923701077,11035.828639400199,10955.356955241323,7163.589092749572,4754.097049940622,11071.897869225722,10997.47112042953,7231.625288035716
4576.8624244234825,11006.979053055511,10944.414990873935,6942.190795920744,4744.846366692568,11080.173043018303,10985.997233433282,7233.3783192554965
4706.91712046705,10914.084348890945,10834.492249907387,7128.433302064147,4751.315476149875,11091.729918477218,11002.212013522567,7230.271737095653
4834.4962505329395,10955.014336759312,10951.061984247794,7161.0360707352265,4760.773037312518,11093.566197479853,10994.819439030853,7233.339950763072
4698.016195623555,11144.870605935686,10964.211974280699,7314.775823100379,4750.291349542664,11078.551050951375,11001.025214157848,7234.931223853678
4563.751886357774,10905.939791536177,10987.05499331248,6969.436212889616,4766.171326272682,11079.954666540876,11004.766764775872,7214.188713676194
4581.173268080576,10778.075309503301,10970.994578111742,7268.947287602112,4747.067731704851,11088.623767219928,10999.1532881095,7251.758704742638
4614.5948055609815,10882.775329708773,10934.820811064315,7255.653062681341,4769.141535766108,11090.366458780702,11003.75947121538,7236.664452280424
4748.791348295367,11050.35296927292,10921.60328674028,7193.0774863536535,4756.293530559709,11076.073021652443,11005.36489194916,7247.781544238628
4733.611702982132,10967.1454504773,11084.822500586859,7170.708735970915,4746.194603413203,11081.117065952563,11013.557055540865,7238.016405810466
4630.237211525037,10895.395599004674,10805.939806906716,7202.579086621197,4756.621039035899,11072.580143444173,10983.9312649026,7242.113839010995
4713.890444305913,10761.42925900236,11244.860325147183,7087.729631828292,4752.1247370619985,11077.384393474524,10988.617798741101,7236.631277367304
4578.998166358284,10921.344742890851,11105.829569080302,7258.654600570966,4752.691786989298,11078.904719277833,10997.663760102434,7232.4106041222985
4803.730617622904,10824.373002273369,11037.171951972035,7143.360473392711,4778.115291110316,11077.903701091844,11004.110504223709,7212.76122806073
4649.548229004584,10964.266489742538,10987.63345601532,7115.480523246072,4740.414963463256,11071.032272257644,10996.477003771088,7218.0421159390335
4817.039763302171,10922.054713777597,11041.3627259274,7051.761244337859,4773.677751660532,11081.593476504291,10977.292518667296,7236.2686084176075
4530.512066067759,10851.401143374473,11111.440268904893,7202.5601730497665,4756.15994239029,11059.010513225196,10980.363395377011,7215.591582187963
4782.724560337144,10877.439728660942,10908.43612001527,7115.868370518993,4777.279992514982,11071.600772969898,10974.632412948262,7241.14711793038
4565.56842727366,10754.283795114576,10954.500161839765,7244.4503018336345,4765.340581493066,11073.523746190152,10985.748728797023,7231.811812104949
4701.032564463853,10974.301876035122,10938.630665222048,7212.913046322593,4764.289983616114,11067.679981223973,10992.389431883756,7222.417208407476
4654.908100738939,10854.309618466748,10753.762400784288,7320.661223299747,4752.133703824862,11062.974012897843,10983.35901571164,7214.473479844848
4535.1614913569865,10874.743502635,11052.19773288215,7226.004667841161,4778.451327457743,11072.078766529205,10975.858228263292,7207.307456212368
4764.745990176481,10913.878858851836,10654.294154218402,7149.840788246959,4764.560051621086,11069.5673031507,10981.099186590596,7225.266509786013
4527.761086861093,10849.59338435063,10844.168891767042,7112.364857518856,4764.445327569888,11076.302342618452,10990.13909224924,7236.064758804491
4705.917286550808,11099.37208971315,10966.871102495375,7226.362469927748,4774.650445144579,11070.758806601354,10999.565742686069,7235.3299864991
4740.050550649603,10836.7057887856,11102.918123321297,7191.183906718039,4780.425372555247,11079.02214540257,11002.223519997502,7245.445185618061
4929.922024023028,10813.586962217996,10982.728400048722,7118.318604930756,4758.461913262052,11090.546096587394,10991.208945827919,7234.44212013141
4554.6320945390935,11004.162817172355,10957.068946283829,7254.2404746860875,4758.724451829893,11096.795961584201,11012.047520795355,7234.061311599824
4545.949021619756,10921.517932996658,11018.942610685106,7341.817150473455,4785.4311448388125,11088.263047552271,11007.561278138703,7257.279758058006
4791.489439482739,11078.423107175884,11377.85599911456,7051.788728420441,4766.625859599281,11090.896388272136,11000.282808936763,7248.5772220645995
4686.553809157071,10901.26544056481,10860.550478601559,7189.556968702957,4756.638144276146,11111.349495440383,11002.913995696064,7219.702915237899
4828.8999198114125,10866.926985123417,11167.337763553647,7252.477749143179,4806.065458648525,11094.231938238332,10982.002333925126,7225.820191463875
4788.04806938703,10936.760851543735,11021.452240137707,7020.716165744736,4781.588884207885,11083.761350913805,10974.454986028166,7216.714242598869
4638.55194967694,10927.853887548315,11018.601136982457,7093.343236318063,4776.843651932291,11066.664539810243,10987.194218057231,7232.665384664054
4810.786370127395,10873.24091998805,10829.172614004603,7282.388816126686,4776.153219407542,11094.924376650068,11001.50668857034,7219.979869528604
4723.4034890249,10934.993058923747,11120.829750080526,7261.119785143445,4758.292551182508,11088.57470279762,11001.586350046802,7232.3811553136675
4658.642844744475,11095.59333320178,10917.105149622568,7173.973116909114,4770.548640093778,11076.758785481956,11013.565838970504,7248.372327143967
4638.714166182738,11054.202957951184,10889.13067177617,7326.139030392879,4791.787423251189,11096.622615731208,10997.723791871782,7239.96311650029
4863.601162171082,10852.457983045606,11051.351592097759,7143.6411342693455,4781.154615473584,11081.097698452102,11008.903801325658,7258.120195657679
4555.542422606994,10913.52471924998,10895.016243690592,7257.151090745513,4774.89277197468,11091.122587557977,10995.593785863988,7231.1020948100495
4677.482129906693,10817.876220954602,11052.236460052238,7215.047355379034,4780.4683833454055,11088.25713166463,10980.390045478047,7239.660308487174
4742.808828938355,10873.076506507534,10870.865490532127,7293.132337409333,4752.781252982857,11099.977288920227,10974.746983698737,7243.614574716384
4619.487272473059,10783.593135386047,11014.283610884837,7287.4911552633785,4782.190803516438,11085.952322208554,10995.439022852477,7246.789177741337
4759.388396200375,11054.797771598547,10877.57613947367,7211.288597234367,4782.690733169211,11089.080829547289,10960.008004636105,7248.314819214369
4757.7769295666985,10848.745639080274,10899.77639744542,7249.125862184154,4792.4706528935085,11073.83993110563,10992.602258504097,7223.551689898507
4732.190061154658,10813.788819849586,10969.26707982896,7075.8381882743615,4785.119462078891,11064.849688219594,10965.478999996076,7228.156027384055
4578.304948010584,10891.140392863434,10830.672078117992,7175.581916452255,4781.392779557404,11087.014008113627,10996.126282007961,7209.229634382031
4614.09949702436,10817.85428818151,10953.536784591928,7311.008341125721,4809.397868804724,11071.422886537117,10965.532600502955,7224.988797479431
4795.904798870027,10953.009864775187,10921.92350210098,7361.855388238785,4790.689886621585,11088.870487646456,10981.027052761094,7214.089472567672
4846.035475798532,11033.423124661736,10944.66864073347,7259.13224344723,4773.019647823196,11078.241467461301,10967.403989649392,7229.344746318349
4481.927041766738,10829.490457376482,10849.280432828331,7224.666730786625,4787.558629006574,11085.429577600296,10960.986898333482,7218.212917205004
4641.138416355039,10891.658041072855,10794.35778136819,7255.611304550978,4793.142179124653,11074.487672428486,10982.527686814683,7228.941751225769
4717.4239171809495,10863.74947947334,10882.823532906072,7199.703360278162,4773.266817804784,11068.643259312743,10994.0913376466,7216.887053741609
4794.703862365473,10924.368596015418,11015.21631997013,7182.051305563816,4783.623879763297,11086.623221816484,10986.418742554055,7240.733774770143
4637.376395471698,10856.878855767207,10908.682976556911,6942.77892587638,4785.276159102282,11081.760076000779,10985.478365169025,7235.628973141452
4681.892264701989,10775.418392122749,10805.13321996194,7073.834967280405,4795.349083373324,11081.993666994158,10979.665412304637,7242.584016181346
4419.433488305306,10948.32136894277,10972.749869081343,7154.928595103001,4784.073862189234,11071.36849427164,10967.996037470346,7227.163266666207
4649.337008219171,10963.792353368814,10979.427936130014,7059.315492839455,4776.353833156892,11070.463042567835,10972.387095166227,7226.129716147713
4802.206859295374,10856.72707830504,11035.536970936873,7113.637869958538,4768.475962928666,11089.166349339946,10972.704536390313,7218.030371410308
4694.416733226176,10959.373492002544,11043.809466686995,7094.772563168371,4783.207801765234,11075.371184679467,10979.327096567451,7229.615671327329
4667.56033309982,10950.238802429214,10905.606712188295,7097.491503386779,4775.5847353246245,11068.77313984004,10958.63567312269,7216.364460200424
4766.846980235672,10949.519031793101,10988.792491533963,7198.417964188545,4776.873185818584,11064.071798502184,10994.60254229898,7218.529245844504
4770.2010330547855,10978.606878567198,10953.1843265979,6973.320457272414,4783.421554032341,11061.141011361275,10974.822275526423,7207.699416794478
4800.9642496829465,10997.499501481183,10891.382684958553,7208.113648757612,4782.972504197405,11066.39646666132,10982.579860443937,7212.074399839463
4662.385061025128,10839.034911830315,11103.765809521454,7153.961818889582,4775.304019205802,11059.555020252084,10939.343977922706,7219.789530656988
4675.02920740022,10876.939453551606,10990.041679099526,7060.121959268655,4782.566265659095,11070.436244616107,10973.64580083794,7209.369272195769
4689.52637411542,10841.815366721356,10994.427638206947,7047.190719733459,4778.980910658242,11074.968536410244,10968.479272073528,7228.354806814495
4648.953446208512,10916.76579903747,10889.473035690817,7108.406676417653,4786.890726614583,11055.244750571655,10965.657405778818,7214.46927943245
4466.151972753611,10931.041715817499,10813.542971509469,7228.559383158502,4775.654890745106,11075.178143967863,10968.00746933297,7225.002995236299
4668.450242222991,10753.403734863055,10990.7868112304,7194.104942195934,4771.759595941454,11081.109925196284,10998.6435044009,7236.862239111878
4674.111543894172,11036.333368647023,10910.632223295284,6973.954131092557,4789.982139337051,11069.139232452038,10985.304143955971,7232.695268463896
4420.002349349645,11048.400157452481,10801.073031985206,6994.224724194358,4796.853534196896,11077.090362817276,10992.869171021475,7235.847717074117
4664.375565015368,10804.177752575164,11058.865014712048,7022.918636597855,4785.095381452876,11069.68475453816,10978.347453602704,7203.4276764291935
4907.427159257519,10965.559132551016,10931.036491427905,7106.575128407085,4787.969761708046,11038.85765862452,10966.59388323763,7218.999748721435
4749.580907497909,10839.755397680678,10934.558486352793,6957.819207565083,4777.514697843479,11043.400060424232,10951.591145376562,7211.686373278199
4580.196373929589,10861.806656966537,10870.387297733436,7165.92754598929,4784.592577421724,11050.11413374299,10957.896021773671,7188.762245141888
4477.500947656383,10888.620979728152,10887.90989609766,7173.6046461772685,4778.720992404867,11039.141157581083,10962.366351903534,7194.609533961978
4665.1839241665375,10942.587228240314,10793.00513055651,7131.261775469119,4770.3106170831825,11032.487604488155,10967.175551588654,7213.990437835233
4347.362095645758,11063.58137563204,10910.5063472344,7128.5823259601875,4794.2554830169365,11062.426664728726,10953.847609012928,7190.910123553279
4795.334630637885,10876.368204905702,11004.983201440005,7154.836775573658,4789.5827028186995,11045.030404660296,10954.504154796581,7192.035092666153
4652.568489170358,10843.885666256805,10993.306079926311,7111.054297694389,4785.634514129532,11043.219903690459,10957.674515134066,7216.135570046775
4636.543505687058,10850.871914997513,10983.995753548197,7228.245525391964,4781.453009120549,11056.688831802932,10971.570706903683,7212.739749671099
4562.624870051965,11088.14639585599,10950.148670895249,6917.006509864451,4788.807339520686,11058.99543380123,10963.817036722674,7215.418810996831
4706.91528348093,10778.594619428304,10976.45547937874,7185.620109169766,4770.803503888579,11040.182827609675,10962.864337131125,7208.9273972586925
4628.3978642913835,10862.816318176192,11011.475120747207,6895.323986379703,4776.207846030805,11042.127471314,10967.856597611612,7209.352454121557
4582.931816583844,10851.123691579232,10917.43702017255,7051.253810925402,4781.545169878882,11056.626498627647,10973.043187261168,7192.046922101178
4711.413588904016,10985.104449482917,10872.167682473088,6934.556077205934,4791.048425143147,11044.196834537452,10966.637674175772,7203.008316318921
4567.287702954304,10960.139920090422,10799.73334574689,7035.107837011164,4771.306857339505,11061.180217923385,10949.913374519778,7196.300456934782
4671.645009852139,10962.535891721887,10972.466393035524,7213.801821583929,4785.169373577204,11049.637404262105,10955.504452343923,7206.398905313598
4703.215646863694,10815.275121161614,10943.039978215087,7357.507722632269,4768.670060512235,11041.270066712095,10929.410852192834,7206.317508840997
4827.273226581253,10830.889493919423,11004.724857934889,7182.342360087452,4784.530371703268,11027.533779410865,10969.544416266186,7220.709594402144
4879.568867762528,10688.720907898645,10987.174167157991,7429.745562113485,4771.504100126968,11058.603447122194,10944.04429735602,7197.530411486204
4719.917158130798,10788.37873824183,11040.080925418823,7314.151807379775,4773.288504544468,11041.509100998286,10929.88450340017,7187.470036024866
4726.6745018692745,10841.38420307895,10952.291960216442,6974.380338529734,4774.998807981216,11043.24946644408,10972.351261413949,7197.902531053507
4553.883974305931,10959.182145142944,10916.245361785222,7146.654716801709,4782.4971008255,11034.083905354171,10964.805291405,7191.5992367899535
4516.687080669399,10837.844236963963,10933.683682881549,6972.21273157892,4775.686901694335,11043.06874029465,10970.135961725064,7196.119365232289
4577.459274623544,10861.788971205868,10851.879061312062,7144.672543447761,4764.487945508672,11058.295520928605,10952.154307778206,7195.849976021939
4698.9568061132395,10902.698927259124,10810.174066026271,7127.967849005977,4772.1389419840825,11059.832945184195,10965.20579344246,7198.753252342035
4588.477227534828,11004.702318736288,10810.616280745291,7097.449335912354,4749.377763425508,11063.833198757346,10961.52163881305,7193.15421817818
4542.802428019374,10694.389257071858,10952.805773987066,7156.808412868305,4772.479310448765,11049.459049181694,10957.216810300908,7211.965319863244
4922.122035648534,10846.894112363581,11041.044356342265,7221.061969776156,4754.504152356832,11030.922525960901,10992.78254934107,7184.969627075116
4697.25050520184,10773.736184677482,11070.804244346018,7154.482399651802,4777.812371147315,11031.268467273232,10975.315449329859,7214.99788021056
4648.243823854887,10922.904173577721,10866.189358041689,7032.98674202192,4759.853341818063,11063.29698002099,10967.233769250466,7195.665042092079
4575.317862021424,10951.578193612875,11016.410896829791,7154.803380919176,4757.367157017787,11047.145526281694,10971.890628236059,7205.851951878097
4701.552430175511,10861.338645434336,10981.331513709043,7217.154677371923,4782.480799779623,11049.475614643216,10963.508543690756,7195.156634674126
4610.196273635164,10602.608033251661,10915.086603971311,7036.365539074468,4751.791469434985,11044.777229266709,10961.730849605998,7198.665926848191
4615.051202436222,10801.154872815769,11053.98785844861,7256.064615556803,4754.2473429395895,11032.259952110144,10974.575660837745,7211.484486414682
4577.479577560903,10824.103060372803,10968.418882925023,7132.5802673242715,4756.403808780442,11056.226204148541,10975.148209839437,7199.701333462112
4666.717828852961,10954.066261024715,10745.105281929753,7155.491035696921,4792.995589630344,11036.273170224342,10960.500813256798,7189.845127790785
4769.342029919384,11015.886374958045,10878.309006117213,7254.84828339742,4766.72540421839,11042.81724593167,10966.130879531958,7182.180007599176
4544.483327204928,10948.861074270832,10857.77424568322,6836.138156469503,4760.011782255612,11053.210064516023,10969.671500935097,7193.098891937918
4614.216731998605,10820.17105638948,10901.86486471273,7134.816589288218,4760.72408734841,11054.040820678787,10953.616384174264,7206.259717614396
4803.260030846078,10926.652961441006,10795.940290087665,7048.022016657782,4770.920489962891,11065.558610336016,10964.843995661997,7208.541158213792
4706.386793553597,10827.603397730301,10940.161438749574,7160.600175710381,4754.4554702978585,11052.365750024022,10969.606058570418,7208.035237949151
4675.570924380662,11029.598672426753,11033.27947547709,7087.581368242827,4758.7272677288665,11044.662966733616,10960.923550203408,7189.2672138077905
4559.5743198919545,10844.411169076644,10873.80942054794,6961.119707932991,4761.7825680534925,11049.22333249322,10977.085775911872,7210.871552227146
4714.137303248662,10793.26512978896,10724.259931327859,7057.201345509029,4765.001486473395,11046.364284115962,10961.143685724917,7187.568559976739
4723.9014063892955,10833.257670054476,10764.350615094947,7157.718179792939,4773.7927064707865,11027.752158997451,10975.297299976311,7196.973776077702
4530.078707031948,10877.787395022779,11048.155470320085,7164.697795951308,4754.2775925666265,11042.497991393899,10971.053455093783,7213.919926637809
4750.1482690952,10970.112550938262,10759.993166519642,7121.936769179409,4763.050284679372,11069.109792869232,10968.278731347778,7206.9253617979
4568.836186798313,10829.769737846826,10982.195384364419,7280.485283922671,4757.227793875289,11062.786757199225,10952.810195023252,7198.170690485467
4672.022064291807,10869.551325016693,10742.503395771366,7029.176684717559,4764.094262214941,11062.125868521738,10974.386115558214,7189.253972196473
4495.727698159498,10938.925830345685,10919.904068174126,7116.514592708369,4739.935799815163,11048.118108115628,10959.024617901197,7191.431556104479
4571.1844907892955,11005.21160840866,10890.039985442969,7044.329078897732,4762.355832723378,11060.706601449396,10965.159260882207,7185.769533029936
4661.181085279628,10881.379086385537,10967.319159800798,7096.772411031696,4763.817372411393,11047.742950694283,10977.97004643125,7196.353697425956
4705.2121774388215,10700.56874351267,11147.592875705133,7075.600431743479,4763.108221634825,11022.262299456695,10969.030584071113,7188.565651231009
4502.083664307415,10750.082749356952,10973.669102991791,7044.394635079617,4760.163294927135,11045.452670444065,10954.869203778038,7205.471747312482
4407.217107868229,10696.830353752584,11060.08553595659,7131.2967316846625,4760.461416112423,11066.408152569147,10961.156409653137,7200.490056918768
4539.851685414876,10986.395748800822,10948.994308142162,7264.919648732412,4737.06705588653,11049.157775429678,10963.78608329882,7192.610413238103
4682.331885573427,10748.865488774298,11009.661430905051,7063.480705719443,4772.3414502577425,11053.55748158978,10958.48614707869,7206.729148189995
4602.983971571158,10881.477224670465,10871.14184574149,7167.023611040321,4755.115668042213,11053.129847928272,10969.572763007112,7197.656961635945
4717.3091599867785,10941.848287389506,10763.079365067624,7213.969840097647,4777.797271396996,11049.93598337792,10974.116095195224,7202.7841708915485
4400.56653063796,10943.002734241278,10838.569458898746,7151.683471147995,4761.277913395225,11043.434293903823,10955.852164643728,7208.314529902602
4849.039833870866,10861.950259385034,10999.270429638938,7049.691553627873,4762.997092308107,11063.700488422259,10956.330605832183,7209.623054174586
4689.487527175808,10882.017332016272,10866.69678704406,7092.139266045338,4754.299628676903,11032.859046601874,10965.357495443644,7198.8678062093
4779.6248714430685,10860.015974029428,11010.76755344646,7018.953721226027,4759.6197340855915,11069.500257122576,10991.373598472734,7213.5400836088
4734.499288535299,11041.054222156436,11011.727113087356,7164.4984648634745,4762.498856726322,11079.700014367909,10986.28748785231,7217.951641067361
4725.870496850797,10914.241798953433,11116.41106943954,7203.8615736013635,4774.593753544724,11046.982223857454,10980.411197998055,7226.893771300121
4723.805485163639,10889.579872315155,10853.400283844801,7121.749022339235,4765.457884149625,11068.753290733706,10968.91579701631,7203.040686277018
4708.518948175154,10860.316307434057,11064.726043788754,7076.422498659803,4796.734615842309,11075.28230795472,10968.012525774095,7203.415231159932
4618.505970567207,10798.590502236397,10855.433403126803,7157.324444028648,4792.4214290946475,11067.218007315843,10969.564765957022,7206.628014828506
